Chlor,TSO2,pH,qual,Type
0.043,168,3.34,6,W
0.055,170,3.34,6,W
0.055,170,3.34,6,W
0.055,197,3.13,6,W
0.04,145,3.19,5,W
0.038,147,3.18,5,W
0.047,154,3.36,6,W
0.053,180,3.13,6,W
0.043,178,3.42,6,W
0.043,168,3.34,6,W
0.055,170,3.34,6,W
0.038,84,3.34,6,W
0.043,159,3.52,5,W
0.034,98,3.18,7,W
0.035,95,3.23,6,W
0.043,159,3.52,5,W
0.064,160,3.37,5,W
0.046,133,3.22,6,W
0.026,71,2.94,5,W
0.028,84,3.11,6,W
0.023,110,3.3,7,W
0.026,71,2.94,5,W
0.049,136,3.25,7,W
0.046,133,3.22,6,W
0.05,163,3.19,6,W
0.051,142,3.23,6,W
0.04,215,3.11,6,W
0.051,142,3.23,6,W
0.168,190,3.07,5,W
0.16,149,3.08,5,W
0.179,60,3.09,5,W
0.046,180,3.13,5,W
0.037,150,3.1,6,W
0.04,215,3.11,6,W
0.034,145,3.06,6,W
0.042,160,3.14,5,W
0.024,101,3.24,6,W
0.049,183,3.41,5,W
0.038,124,3.25,5,W
0.018,72,2.97,5,W
0.046,155,3.8,6,W
0.042,160,3.14,5,W
0.029,104,3.34,5,W
0.042,71,3.08,5,W
0.032,212,3.22,6,W
0.029,104,3.34,5,W
0.028,104,3.34,6,W
0.03,107,2.97,6,W
0.034,115,3.28,6,W
0.042,71,3.08,5,W
0.046,126,3.38,5,W
0.052,156,3.14,5,W
0.05,155,3.14,5,W
0.031,172,3.39,7,W
0.034,123,2.93,3,W
0.042,146,3.3,5,W
0.042,146,3.3,5,W
0.026,101,3.01,5,W
0.026,101,3.01,5,W
0.029,155,3.07,6,W
0.042,146,3.3,5,W
0.031,151,3.36,7,W
0.044,227,3.12,5,W
0.04,169,3.13,5,W
0.04,223,3.22,5,W
0.036,96,3.32,6,W
0.047,132,3.16,5,W
0.049,123,3.6,5,W
0.042,180,3.3,6,W
0.05,127,3.15,5,W
0.051,142,3.16,5,W
0.051,146,3.16,5,W
0.029,104,3.44,6,W
0.03,126,3.22,7,W
0.057,173,3.26,6,W
0.04,140,3.26,6,W
0.043,164,3.27,5,W
0.045,189,3.31,5,W
0.042,180,3.3,6,W
0.049,123,3.6,5,W
0.039,124,3.3,5,W
0.055,198,3.52,6,W
0.042,119,3.68,6,W
0.044,117,3.32,4,W
0.039,124,3.3,5,W
0.046,95,3.22,5,W
0.036,119,3.15,6,W
0.029,111,2.85,5,W
0.053,150,3.29,6,W
0.053,150,3.29,6,W
0.05,101,3.14,5,W
0.049,153,3.12,6,W
0.046,130,3.22,6,W
0.053,150,3.29,6,W
0.044,172,3.16,5,W
0.045,176,3.17,5,W
0.043,93,3.34,5,W
0.052,136,2.94,5,W
0.052,136,2.94,5,W
0.048,146,3.4,5,W
0.05,129,3.19,5,W
0.046,145,3.36,5,W
0.056,163,3.42,6,W
0.043,153,3.63,5,W
0.046,145,3.36,5,W
0.042,85,3.19,6,W
0.047,237,3.18,5,W
0.056,128,3.12,5,W
0.043,153,3.63,5,W
0.05,129,3.19,5,W
0.057,234,3.02,5,W
0.048,141,3.16,6,W
0.056,163,3.42,6,W
0.038,186,3.12,6,W
0.05,138,3.3,5,W
0.05,138,3.3,5,W
0.05,138,3.3,5,W
0.05,93,3.38,5,W
0.038,186,3.12,6,W
0.05,138,3.3,5,W
0.034,68,3.14,4,W
0.04,117,3.21,5,W
0.041,126,3.43,6,W
0.033,122,3.2,4,W
0.076,154,3.05,5,W
0.035,109,3.19,7,W
0.051,173,3.39,5,W
0.076,154,3.05,5,W
0.035,109,3.19,7,W
0.048,163,3.2,5,W
0.056,174,3.31,5,W
0.062,344,3.1,5,W
0.054,146,3.43,6,W
0.036,115,3.27,5,W
0.04,144,3.35,5,W
0.056,158,3.37,6,W
0.056,158,3.37,6,W
0.03,162,2.99,6,W
0.041,118,3.25,6,W
0.054,224,3.38,5,W
0.058,132,3.25,6,W
0.054,224,3.38,5,W
0.06,102,3.27,5,W
0.056,105,3.05,5,W
0.056,117,3.27,5,W
0.056,117,3.27,5,W
0.047,179,3.1,5,W
0.037,89,3.4,7,W
0.053,145,3.17,6,W
0.054,165,3.4,6,W
0.056,105,3.44,6,W
0.04,142,3.1,5,W
0.056,105,3.05,5,W
0.038,99,3.24,6,W
0.035,102,3.18,6,W
0.056,117,3.27,5,W
0.052,76,3.2,6,W
0.054,91,3.27,6,W
0.052,187,3.12,4,W
0.035,181,3.11,5,W
0.038,76,3.05,4,W
0.031,92,3.01,6,W
0.048,105,3.52,6,W
0.031,61,3.3,4,W
0.04,124,3.47,6,W
0.03,79,3.23,7,W
0.087,115,2.77,6,W
0.031,92,3.01,6,W
0.028,130,2.96,5,W
0.069,162,3.18,5,W
0.069,162,3.18,5,W
0.053,229,3.14,7,W
0.053,229,3.14,7,W
0.053,229,3.14,7,W
0.053,229,3.14,7,W
0.053,229,3.14,7,W
0.042,117,3.23,5,W
0.05,163,3.15,5,W
0.053,229,3.14,7,W
0.053,212,3.14,7,W
0.042,117,3.23,5,W
0.06,126,3.25,7,W
0.05,163,3.15,5,W
0.047,106,3.22,6,W
0.053,146,3.4,6,W
0.044,114,3.11,6,W
0.041,146,3.24,5,W
0.04,141,3.22,5,W
0.041,109,3.29,6,W
0.051,94,3.19,7,W
0.217,74,3.08,5,W
0.056,137,3.11,5,W
0.052,90,3.35,6,W
0.048,125,2.92,6,W
0.044,110,3.31,6,W
0.037,145,3.09,5,W
0.058,153,3.27,6,W
0.048,125,2.92,6,W
0.052,90,3.35,6,W
0.056,137,3.11,5,W
0.037,71,3.1,6,W
0.036,101,3.09,6,W
0.051,187,3.16,5,W
0.049,231,3.24,6,W
0.069,157,3.25,5,W
0.051,147,3.23,6,W
0.051,187,3.16,5,W
0.058,167,3.21,5,W
0.059,175,3.22,5,W
0.056,178,3.26,5,W
0.035,132,3,6,W
0.045,138,3.15,7,W
0.031,128,3.19,5,W
0.039,125,3.17,6,W
0.058,150,3.18,7,W
0.056,136,3.63,6,W
0.039,125,3.17,6,W
0.047,107,3.52,6,W
0.031,128,3.19,5,W
0.041,161,3.13,6,W
0.051,96,3.32,5,W
0.051,129,3.21,6,W
0.041,163,3.44,6,W
0.027,134,3.28,7,W
0.045,120,2.98,6,W
0.041,161,3.13,6,W
0.051,157,3.06,7,W
0.056,169,3.42,6,W
0.051,157,3.06,7,W
0.067,166,3.03,4,W
0.046,177,3.08,5,W
0.046,179,3.07,5,W
0.042,124,2.92,7,W
0.034,150,3.21,6,W
0.042,124,2.92,7,W
0.034,150,3.21,6,W
0.054,89,2.96,6,W
0.049,164,3.35,5,W
0.067,90,3.17,5,W
0.048,147,3.32,6,W
0.04,184,3.16,5,W
0.06,162,3.13,4,W
0.046,151,3.6,6,W
0.048,147,3.32,6,W
0.042,180,3.16,5,W
0.04,184,3.16,5,W
0.094,169,3.05,5,W
0.047,171,3.54,5,W
0.043,228,3.13,5,W
0.031,141,3.16,7,W
0.06,162,3.13,4,W
0.046,151,3.6,6,W
0.047,100,3.28,6,W
0.048,186,3.23,5,W
0.06,235,3.08,6,W
0.042,101,3.54,7,W
0.046,174,3.16,5,W
0.048,186,3.23,5,W
0.049,172,3.14,6,W
0.046,133,3.38,6,W
0.039,128,2.97,5,W
0.157,132,3.11,6,W
0.049,205,3.24,5,W
0.157,132,3.11,6,W
0.049,205,3.24,5,W
0.061,134,3.18,6,W
0.032,61,3.06,6,W
0.056,159,3.11,5,W
0.045,154,3.52,6,W
0.056,159,3.11,5,W
0.027,167,3.08,5,W
0.045,154,3.52,6,W
0.034,152,3.47,6,W
0.055,169,3.07,6,W
0.051,107,3.53,7,W
0.06,156,3.39,6,W
0.035,108,3.4,6,W
0.053,94,3.35,5,W
0.051,107,3.53,7,W
0.067,178,3.04,4,W
0.043,200,3.17,6,W
0.033,91,3.53,6,W
0.043,200,3.17,6,W
0.148,149,3.08,5,W
0.047,77,3.61,6,W
0.046,66,3.61,6,W
0.049,210,3.06,5,W
0.049,210,3.06,5,W
0.049,210,3.06,5,W
0.049,210,3.06,5,W
0.158,144,3.17,5,W
0.157,145,3.17,5,W
0.049,210,3.06,5,W
0.037,97,3.16,7,W
0.047,106,3.52,7,W
0.047,150,3.1,6,W
0.054,208,3.18,6,W
0.037,97,3.16,7,W
0.031,115,3.38,7,W
0.041,150,3.23,6,W
0.04,168,3.29,7,W
0.042,202,3.24,6,W
0.027,109,3.34,8,W
0.031,115,3.38,7,W
0.043,125,3.34,7,W
0.058,125,3.45,5,W
0.055,194,3.21,5,W
0.051,126,3.23,5,W
0.06,168,3.06,6,W
0.04,143,3.33,7,W
0.049,134,3.21,5,W
0.053,159,2.93,5,W
0.045,139,3.11,5,W
0.035,126,3.14,6,W
0.053,159,2.93,5,W
0.036,132,3.34,7,W
0.045,139,3.11,5,W
0.029,80,3.33,7,W
0.032,127,3.31,6,W
0.061,144,3.4,6,W
0.038,116,3.25,7,W
0.045,153,3.16,5,W
0.046,164,3.17,4,W
0.035,84,3.59,7,W
0.037,130,3.1,6,W
0.053,178,3.79,5,W
0.036,121,3.24,6,W
0.041,148,3.35,6,W
0.045,190,3.22,5,W
0.049,119,3.13,6,W
0.038,111,3.11,5,W
0.049,119,3.13,6,W
0.038,111,3.11,5,W
0.054,175,3.19,5,W
0.05,209,3.25,6,W
0.032,161,2.95,5,W
0.049,209,3.47,6,W
0.024,106,3.45,8,W
0.058,212,3.44,5,W
0.048,118,3.18,5,W
0.041,198,3.29,5,W
0.067,180,3.15,4,W
0.051,167,3.48,5,W
0.041,90,3.22,6,W
0.06,156,3.49,6,W
0.051,167,3.48,5,W
0.034,95,3.21,8,W
0.032,149,3.4,5,W
0.041,90,3.22,6,W
0.043,211,3.11,6,W
0.039,179,3.08,4,W
0.031,98,3,6,W
0.029,141,2.95,6,W
0.168,184,3.06,5,W
0.048,212,3.47,5,W
0.04,202,3.11,6,W
0.06,126,3.13,6,W
0.044,89,3.39,7,W
0.046,66,3.43,6,W
0.024,130,3.25,7,W
0.051,130,3.3,6,W
0.028,93,3.2,5,W
0.04,221,3.05,5,W
0.157,129,3.03,5,W
0.05,121,3.17,6,W
0.05,102,3.28,5,W
0.035,144,3.49,6,W
0.053,182,3.42,5,W
0.06,204,3.59,5,W
0.092,138,3.19,5,W
0.05,227,3.12,5,W
0.05,188,3.15,6,W
0.037,169,3.25,6,W
0.03,144,3.68,6,W
0.039,107,3.59,7,W
0.099,202,3.21,5,W
0.036,85,3.28,4,W
0.034,57,3.05,3,W
0.039,188,3.3,6,W
0.036,150,3.38,6,W
0.039,188,3.3,6,W
0.05,90,3.29,6,W
0.063,282,3.1,5,W
0.084,191,3.49,4,W
0.085,196,3.49,4,W
0.042,144,3.5,6,W
0.029,107,3.24,8,W
0.025,74,3.28,6,W
0.029,107,3.24,8,W
0.042,160,3.05,5,W
0.053,189,3.29,4,W
0.053,186,3.29,4,W
0.041,106,3.06,4,W
0.042,83,3.38,8,W
0.042,130,3.43,8,W
0.043,156,3.13,6,W
0.091,135,3.25,7,W
0.093,136,3.25,6,W
0.056,252,3.29,5,W
0.059,199,3.54,5,W
0.047,218,2.98,5,W
0.037,101,3.17,6,W
0.024,93,3.15,6,W
0.046,77,3.66,6,W
0.047,104,3.09,4,W
0.044,107,3.1,4,W
0.038,202,3.12,6,W
0.034,125,2.96,6,W
0.046,130,3.04,5,W
0.044,188,3.16,5,W
0.033,100,3.17,6,W
0.036,109,3.34,6,W
0.044,214,3.1,5,W
0.034,111,3.35,4,W
0.047,220,3.38,6,W
0.045,208,3.05,6,W
0.08,212,3.47,4,W
0.034,111,3.35,4,W
0.095,195,3.53,4,W
0.05,106,2.98,5,W
0.047,220,3.38,6,W
0.044,204,3.15,5,W
0.032,98,3.16,5,W
0.07,207,3.39,5,W
0.031,118,3.05,7,W
0.045,198,3.26,5,W
0.096,210,3.56,5,W
0.036,117,3.36,6,W
0.096,210,3.56,5,W
0.036,117,3.36,6,W
0.04,172,3.27,6,W
0.04,230,3.14,6,W
0.04,172,3.27,6,W
0.04,230,3.14,6,W
0.042,195,3.22,5,W
0.045,177,3.23,5,W
0.044,198,3.21,5,W
0.054,229,3.11,6,W
0.045,253,3.02,6,W
0.034,148,3.17,4,W
0.056,183,3.17,5,W
0.05,150,3.13,6,W
0.056,183,3.17,5,W
0.042,130,3.48,6,W
0.147,159,3.14,5,W
0.028,168,3.17,6,W
0.063,201,3,5,W
0.052,219.5,3.15,5,W
0.063,201,3,5,W
0.051,210,3.15,5,W
0.052,210,3.15,5,W
0.042,133,3.43,6,W
0.04,114,3.36,6,W
0.043,181,3.45,6,W
0.037,157,3.28,5,W
0.037,157,3.28,5,W
0.027,136,3.38,7,W
0.027,141,3.53,6,W
0.036,201,3.3,5,W
0.031,194,3.07,6,W
0.037,156,3.19,6,W
0.037,156,3.19,6,W
0.031,194,3.07,6,W
0.045,147,3.08,5,W
0.045,147,3.08,5,W
0.053,71,2.89,5,W
0.053,72,2.89,5,W
0.039,184,3.47,7,W
0.053,124,3.08,5,W
0.041,161,2.98,5,W
0.04,159,2.98,5,W
0.038,128,3.2,6,W
0.029,77,3.25,6,W
0.049,118,3.21,5,W
0.056,176,3.1,5,W
0.022,174,3.54,7,W
0.032,97,3.13,6,W
0.043,142,3.11,6,W
0.035,83,3.32,7,W
0.071,117,3.22,5,W
0.142,148,3.08,6,W
0.035,83,3.32,7,W
0.047,215,3.19,6,W
0.052,143,3.37,6,W
0.049,113,3.24,5,W
0.041,216.5,3.1,6,W
0.047,201,3.19,6,W
0.047,215,3.19,6,W
0.05,191,3.17,5,W
0.045,204,3.1,6,W
0.079,122,3.02,5,W
0.034,122,2.97,6,W
0.034,122,2.97,6,W
0.074,174,3.19,6,W
0.036,110,3.33,6,W
0.075,201,3.21,5,W
0.074,174,3.19,6,W
0.054,139,3.16,4,W
0.054,139,3.16,4,W
0.043,155,3.19,5,W
0.031,96,3.11,5,W
0.046,133,3.27,5,W
0.046,133,3.27,5,W
0.039,175,3.32,6,W
0.046,133,3.27,5,W
0.039,191,3.14,5,W
0.045,119,3.17,4,W
0.045,119,3.17,4,W
0.054,174,3.21,6,W
0.053,194,3.2,6,W
0.044,212,3.22,6,W
0.032,140,3.35,7,W
0.045,178,3.33,6,W
0.053,134,3.12,5,W
0.045,203,3.26,6,W
0.058,215,3.19,6,W
0.043,67,3.28,6,W
0.032,145,3.07,5,W
0.029,148,3.36,7,W
0.018,37,3.02,7,W
0.038,170,3.27,6,W
0.034,224,3.14,6,W
0.018,37,3.02,7,W
0.04,216,3.24,5,W
0.054,174,3.18,5,W
0.029,138,3.36,7,W
0.121,162,3.17,8,W
0.053,174,3.22,5,W
0.054,174,3.18,5,W
0.121,162,3.17,8,W
0.029,138,3.36,7,W
0.036,108,3.27,6,W
0.037,109,3.38,6,W
0.044,158,3.24,5,W
0.036,163,3.38,6,W
0.049,178,3.16,4,W
0.049,178,3.16,4,W
0.046,149,3.21,5,W
0.043,95,3.17,7,W
0.029,162,3.08,6,W
0.046,110,3.15,6,W
0.032,142,3.28,6,W
0.032,142,3.28,6,W
0.028,111,3.41,5,W
0.03,177,3.13,5,W
0.029,162,3.08,6,W
0.029,166,3.13,5,W
0.046,110,3.15,6,W
0.036,117,3.24,6,W
0.041,159,3.25,6,W
0.046,175,3.32,5,W
0.052,128,3.21,5,W
0.045,209,3.2,6,W
0.052,188,3.09,5,W
0.052,128,3.21,5,W
0.045,209,3.2,6,W
0.046,110,3.07,5,W
0.043,146,3.13,7,W
0.043,150,3.14,7,W
0.043,146,3.13,7,W
0.033,170,3,5,W
0.043,150,3.14,7,W
0.043,146,3.13,7,W
0.079,137,3.2,5,W
0.03,103,3.06,6,W
0.052,131,3.08,5,W
0.03,103,3.06,6,W
0.079,137,3.2,5,W
0.037,160,2.95,6,W
0.048,240,3.13,5,W
0.021,80,3.15,7,W
0.028,132,3.34,5,W
0.043,207,3.16,6,W
0.034,135,3.33,6,W
0.028,132,3.34,5,W
0.032,80,3.23,6,W
0.026,56,3.46,5,W
0.035,185,3.15,5,W
0.043,154,3.18,5,W
0.038,182,3.04,6,W
0.039,227,3.18,5,W
0.037,206,3.18,5,W
0.014,104,3.4,7,W
0.156,106,3.1,6,W
0.053,174,3.2,5,W
0.062,171,3,7,W
0.062,171,3,7,W
0.062,171,3,7,W
0.062,171,3,7,W
0.062,171,3,7,W
0.062,171,3,7,W
0.039,89,3.22,6,W
0.062,171,3,7,W
0.068,154,3.2,4,W
0.05,132,3.34,6,W
0.059,152,3.46,7,W
0.038,144,3.2,5,W
0.048,147,3.22,5,W
0.028,107,3.48,7,W
0.042,167,3.24,5,W
0.046,208,3.23,5,W
0.023,115,3.18,6,W
0.046,208,3.23,5,W
0.034,185,3.34,6,W
0.042,132,3.18,7,W
0.031,185,3.31,5,W
0.023,115,3.18,6,W
0.025,107,3.31,7,W
0.025,107,3.31,7,W
0.019,28,3.2,6,W
0.028,157,3.48,6,W
0.024,202,3.13,6,W
0.024,209,3.12,6,W
0.019,28,3.2,6,W
0.053,177,3.18,5,W
0.038,219,3.19,5,W
0.025,107,3.31,7,W
0.05,140,3.07,5,W
0.021,80,3.39,5,W
0.039,129,3.28,7,W
0.039,129,3.28,7,W
0.039,129,3.28,7,W
0.026,126,3.22,7,W
0.063,150,3.1,6,W
0.041,144,3.14,5,W
0.05,140,3.07,5,W
0.026,126,3.22,7,W
0.039,129,3.28,7,W
0.021,80,3.39,5,W
0.033,159,3.34,5,W
0.033,136,3.44,7,W
0.029,128,3.37,7,W
0.03,219,3.47,6,W
0.044,197,3.56,5,W
0.027,109,3.3,6,W
0.012,100,3.26,7,W
0.065,186,3.13,5,W
0.034,174,3.2,5,W
0.044,191,2.96,5,W
0.062,87,3.1,6,W
0.034,174,3.2,5,W
0.044,191,2.96,5,W
0.023,104,3.28,6,W
0.034,84,3.05,6,W
0.028,89,3.14,6,W
0.042,158,3.24,5,W
0.066,91,3.17,5,W
0.047,151,3.22,5,W
0.119,178,3.15,6,W
0.048,113,3.33,7,W
0.046,71,3.7,7,W
0.037,127,3.24,5,W
0.057,144,3.33,6,W
0.119,178,3.15,6,W
0.066,162,3.11,5,W
0.069,146,3.18,5,W
0.018,80,3.06,7,W
0.042,148,3.14,5,W
0.081,303,3.4,5,W
0.034,204,3.23,5,W
0.039,196,3.19,4,W
0.05,129,3.27,7,W
0.052,158,3.26,7,W
0.033,73,3.24,6,W
0.067,156,3.11,6,W
0.041,178,3.19,6,W
0.043,110,3.04,6,W
0.033,86,2.98,8,W
0.03,91,3.32,7,W
0.05,122,3.39,5,W
0.03,142,3.4,7,W
0.039,131,3.2,7,W
0.039,120,3,6,W
0.046,179,3.2,5,W
0.03,142,3.4,7,W
0.03,142,3.41,7,W
0.049,120,3.2,7,W
0.037,24,3.19,6,W
0.032,120,2.93,7,W
0.033,120,2.92,7,W
0.031,93,3.06,6,W
0.03,150,3.18,6,W
0.042,144,3.13,5,W
0.041,110,3.2,6,W
0.029,119,3.03,6,W
0.061,149,2.99,6,W
0.03,136,3.1,6,W
0.042,144,3.13,5,W
0.026,128,3.37,6,W
0.029,98,3.11,7,W
0.029,119,3.03,6,W
0.042,187,3.21,5,W
0.061,149,2.99,6,W
0.041,110,3.2,6,W
0.041,124,3.18,6,W
0.03,108,3.2,6,W
0.024,166,3.05,6,W
0.036,143,3.3,6,W
0.03,108,3.2,6,W
0.025,121,3.28,6,W
0.048,182,3.02,6,W
0.043,104,3.18,5,W
0.024,166,3.05,6,W
0.041,124,3.18,6,W
0.027,72,3.26,7,W
0.038,133,3.26,5,W
0.038,133,3.26,5,W
0.038,133,3.26,5,W
0.17,201,3.19,6,W
0.171,200,3.19,6,W
0.045,209,3.16,6,W
0.038,133,3.26,5,W
0.044,189,3.22,6,W
0.044,184,3.22,5,W
0.044,184,3.22,5,W
0.049,155,3.74,5,W
0.045,182,3.24,5,W
0.044,189,3.22,6,W
0.043,188,3.2,6,W
0.04,179,3.14,6,W
0.044,184,3.22,5,W
0.046,143,3.2,6,W
0.028,69,3.24,6,W
0.029,160,3.03,6,W
0.027,92,3.15,7,W
0.043,171,2.99,5,W
0.03,101,3.22,7,W
0.038,129,3.45,6,W
0.029,160,3.03,6,W
0.045,153,3.22,5,W
0.036,91,3.41,6,W
0.041,121,3.06,6,W
0.051,213,3.16,6,W
0.035,79,3.27,7,W
0.06,190,3.18,5,W
0.051,173,3.09,5,W
0.049,135,3.09,5,W
0.035,79,3.27,7,W
0.048,141,3.13,6,W
0.051,213,3.16,6,W
0.041,121,3.06,6,W
0.047,95,3.16,7,W
0.067,131,3.19,5,W
0.034,100,3.08,7,W
0.048,145,3.16,6,W
0.067,131,3.19,5,W
0.048,165,3.26,6,W
0.034,45,3.08,6,W
0.034,45,3.08,6,W
0.032,99,3.26,7,W
0.045,142,2.99,6,W
0.057,127,3.1,6,W
0.045,170,3.38,8,W
0.057,127,3.1,6,W
0.045,170,3.38,8,W
0.036,108,3.19,6,W
0.025,138,3.18,6,W
0.026,70,3.37,8,W
0.027,28,3.13,5,W
0.082,240,3.42,5,W
0.059,240,3.17,6,W
0.038,97,3.36,5,W
0.039,103,3.36,6,W
0.055,144,3.24,6,W
0.054,148,3.25,6,W
0.06,154,3.14,5,W
0.05,163,3.24,5,W
0.048,119,3.18,6,W
0.05,152,3.12,6,W
0.028,118,3.18,6,W
0.034,95,2.93,6,W
0.05,152,3.12,6,W
0.048,119,3.18,6,W
0.05,163,3.24,5,W
0.048,228,3.26,7,W
0.052,135,3.8,6,W
0.026,138,3.31,7,W
0.035,93,3.08,7,W
0.045,131,3.09,8,W
0.045,131,3.09,8,W
0.045,135,3.09,8,W
0.043,111,3.29,6,W
0.035,93,3.08,7,W
0.025,103,3.11,5,W
0.036,117,3.4,5,W
0.074,160,3.39,6,W
0.053,211,3.31,6,W
0.053,211,3.31,6,W
0.053,211,3.31,6,W
0.083,157,3.17,5,W
0.034,70,3.05,6,W
0.083,157,3.17,5,W
0.066,176,3.12,5,W
0.065,178,3.11,5,W
0.053,211,3.31,6,W
0.047,189,3.22,5,W
0.046,183,3.2,5,W
0.033,107,3.22,7,W
0.053,151,3.07,5,W
0.028,83,3.13,8,W
0.033,107,3.22,7,W
0.053,151,3.07,5,W
0.036,114,3.19,7,W
0.036,125,3.19,7,W
0.047,189,3.22,5,W
0.046,183,3.2,5,W
0.038,79,3.3,6,W
0.031,99,3.26,8,W
0.028,83,3.13,8,W
0.04,123,3.34,6,W
0.038,148,3.03,5,W
0.039,151,3.03,5,W
0.042,184,3.2,6,W
0.049,153,3.44,7,W
0.025,100,2.99,7,W
0.03,128,3.17,5,W
0.026,109,3.34,6,W
0.049,153,3.44,7,W
0.032,71,3.31,7,W
0.038,72,3.23,5,W
0.052,126,3.19,5,W
0.032,71,3.31,7,W
0.052,148,2.91,4,W
0.042,123,3.44,6,W
0.152,120,2.99,5,W
0.056,241,3.5,5,W
0.044,150,3.22,5,W
0.04,56,3.06,6,W
0.047,172,3.18,6,W
0.048,161,3.16,6,W
0.053,196,3.23,6,W
0.034,138,3.38,7,W
0.034,138,3.38,7,W
0.044,170,3.17,5,W
0.05,140,3.22,5,W
0.064,186,3.12,5,W
0.031,73,3.17,6,W
0.048,112,3.21,7,W
0.041,117,3.28,6,W
0.048,161,3.16,6,W
0.053,196,3.23,6,W
0.05,154,3.21,6,W
0.033,82,3.1,7,W
0.034,89,3.14,7,W
0.036,92,3.18,6,W
0.036,98,3.29,6,W
0.047,92,3.2,6,W
0.046,90,3.2,6,W
0.049,97,3.1,5,W
0.028,87,3.15,7,W
0.033,82,3.1,7,W
0.035,86,3.5,5,W
0.033,144,3.16,5,W
0.169,210,3.02,5,W
0.053,136,3.03,5,W
0.052,86,3.04,5,W
0.041,154,3.08,5,W
0.028,101,3.57,6,W
0.047,101,3.15,6,W
0.027,143,3.25,7,W
0.034,129,3.51,7,W
0.027,96,3.24,8,W
0.027,143,3.25,7,W
0.034,113,3.24,6,W
0.037,144,3.11,6,W
0.047,101,3.15,6,W
0.028,90,3.57,6,W
0.036,76,3.18,6,W
0.028,101,3.57,6,W
0.032,115,3.36,6,W
0.034,129,3.51,7,W
0.021,121,3.15,7,W
0.018,128,3.05,5,W
0.028,108,3.14,6,W
0.021,121,3.15,7,W
0.037,84,3.09,6,W
0.029,161,3.65,7,W
0.045,95,3.23,8,W
0.03,121,3.24,7,W
0.037,84,3.09,6,W
0.04,135,3.21,5,W
0.045,162,2.97,5,W
0.027,138,3.37,6,W
0.029,88,3.18,6,W
0.039,64,2.93,5,W
0.033,94,2.99,7,W
0.039,125,3.2,5,W
0.047,81,3.23,7,W
0.032,114,3.12,7,W
0.033,87,3.15,6,W
0.042,101,3.13,5,W
0.032,84,3.31,5,W
0.04,25,3.04,4,W
0.032,132,2.95,6,W
0.035,138,3.19,8,W
0.041,148,3.16,6,W
0.054,234,3.23,5,W
0.038,153,3.33,7,W
0.044,68,3.15,7,W
0.054,180,3.58,5,W
0.055,218,3.37,5,W
0.054,234,3.23,5,W
0.032,78,2.99,5,W
0.05,150,3.31,5,W
0.031,97,3.4,6,W
0.028,92,3.27,7,W
0.036,155,3.27,5,W
0.035,81,3.31,6,W
0.034,114,3.31,7,W
0.073,157,3.1,5,W
0.047,183,3.2,5,W
0.035,81,3.31,6,W
0.031,73,3.24,6,W
0.031,73,3.23,6,W
0.031,170,3.22,5,W
0.036,155,3.27,5,W
0.028,92,3.27,7,W
0.046,199,3.03,5,W
0.041,81,3.03,6,W
0.041,81,3.03,6,W
0.053,128,3.22,6,W
0.033,118,3.2,7,W
0.019,65,3.06,6,W
0.038,118,3.19,5,W
0.032,92,3.01,4,W
0.054,202,3.46,6,W
0.014,137,3.13,8,W
0.029,131,3.08,6,W
0.046,118,3.05,6,W
0.038,196,3.1,5,W
0.028,59,3.3,8,W
0.036,140,2.98,7,W
0.036,140,2.98,7,W
0.046,118,3.05,6,W
0.041,147,3.22,8,W
0.028,59,3.3,8,W
0.038,192,3.14,6,W
0.029,131,3.08,6,W
0.028,66,3.3,5,W
0.023,89,2.95,4,W
0.03,68,3.3,5,W
0.038,196,3.1,5,W
0.039,98,3.19,8,W
0.039,98,3.19,8,W
0.036,128,3.21,6,W
0.022,111,3.11,5,W
0.037,173,3.17,5,W
0.039,98,3.19,8,W
0.036,128,3.21,6,W
0.016,150,3.33,8,W
0.026,107,3.36,6,W
0.026,107,3.36,6,W
0.049,182,3.21,6,W
0.078,139,3.1,6,W
0.042,108,3.08,5,W
0.044,101,3.37,5,W
0.041,109,3.08,5,W
0.042,108,3.08,5,W
0.036,79,3.29,7,W
0.042,123,3.14,5,W
0.034,86,2.8,6,W
0.031,94,3.01,6,W
0.044,101,3.37,5,W
0.016,90,2.84,7,W
0.04,114,3.07,7,W
0.03,114,3.22,6,W
0.112,94,3.02,5,W
0.021,113,3.08,7,W
0.044,128,3.77,5,W
0.021,119,3.55,8,W
0.051,118,3.04,6,W
0.051,118,3.04,6,W
0.021,148,2.93,5,W
0.025,76,3.11,6,W
0.021,148,2.93,5,W
0.05,112,3.11,5,W
0.039,128,3.12,6,W
0.051,118,3.04,6,W
0.056,110,3.06,6,W
0.045,162,3.07,6,W
0.026,124,3.18,6,W
0.044,131,2.96,6,W
0.044,131,2.96,6,W
0.034,123,2.99,7,W
0.016,113,3.15,7,W
0.033,97,3.03,7,W
0.05,213,3.28,6,W
0.029,180,3.15,6,W
0.037,28,3.07,6,W
0.039,115,3.11,7,W
0.039,115,3.11,7,W
0.039,113,3.11,7,W
0.034,103,3.15,7,W
0.036,184,3.22,6,W
0.032,178,3.45,7,W
0.034,152,3.29,7,W
0.038,130,3.11,7,W
0.039,113,3.11,7,W
0.039,113,3.11,7,W
0.037,119,3.03,6,W
